incl0801.srt.bam	incl0802.srt.bam	incl1601.srt.bam	incl1602.srt.bam	incl3201.srt.bam	incl3202.srt.bam	inclbl01.srt.bam	inclbl02.srt.bam	ivcl0801.srt.bam	ivcl0802.srt.bam	ivcl1601.srt.bam	ivcl1602.srt.bam	ivcl3201.srt.bam	ivcl3202.srt.bam
LOC105605958	21	0	20	64	18	464	48	245	156	32	86	115	2	123
LOC105605957	0	0	2	0	0	0	0	0	0	0	12	0	0	0
LOC101105481	0	0	10	0	0	0	0	0	0	0	0	9	0	8
LOC101104972	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101104725	33	41	49	70	325	2457	1964	1202	24	13	18	73	37	59
LOC105605956	0	0	0	0	0	0	0	0	52	0	0	0	0	0
TNNT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101104215	71	0	0	0	0	0	0	0	12	0	4	2	0	0
LOC105605954	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605953	0	0	29	2	0	0	0	0	11	19	6	4	45	2
LOC106992032	0	0	0	0	0	0	0	0	0	86	1	0	0	0
LOC101103705	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605952	152	32	141	117	2	0	0	0	407	207	24	117	25	631
LOC105614584	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605951	4399	5321	4588	3748	299	1208	2042	1864	2126	2175	2880	3914	1187	2483
LOC101102708	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101102463	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605950	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101102213	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605948	0	16	5	1	0	21	0	1	39	72	32	44	107	3
LOC101123538	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101123277	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRNAY-GUA	2	0	0	0	0	1	19	0	21	22	30	1	5	0
LOC101122585	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101122339	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101122089	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101121838	611	456	114	368	4	71	108	95	108	6	0	38	32	0
LOC101121583	0	0	0	0	0	5	0	0	0	0	0	0	0	3
LOC101121330	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106992031	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101120816	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101120559	0	12	4	3	0	0	0	6	8	3	3	16	2	4
LOC105605944	0	0	0	0	0	0	0	0	0	2	0	0	0	0
LOC105605943	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605942	0	0	0	10	0	3	8	4	0	0	0	0	0	0
LOC105605941	14	12	40	36	0	8	40	12	30	38	110	54	23	89
LOC105605939	10989	4378	7034	3031	169	287	1438	1079	2805	3167	5062	4036	2559	3563
LOC105605940	337	423	586	214	2	34	3	63	113	39	173	138	51	130
LOC105605938	15	54	46	9	6	0	0	2	0	0	7	0	0	2
LOC101120311	287	179	274	107	1	3	14	11	1	0	0	0	1	2
LOC101120063	1	1	1	10	0	0	0	0	0	0	0	3	1	0
LOC105605937	663	1128	933	799	78	562	315	561	1235	1147	1555	602	178	1525
LOC101119802	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LOC101119544	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101119289	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605935	0	1	0	0	0	0	0	0	2	1	0	1	0	0
LOC101119027	78	56	88	59	10	125	20	37	539	116	992	265	1083	208
LOC106992030	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC105605934	1	6	10	0	0	41	0	0	97	89	29	78	8	57
LOC105605933	0	2	0	0	0	0	0	0	14	0	0	0	0	0
LOC101118515	0	0	0	0	0	0	0	0	0	4	0	0	0	0
LOC101117999	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605931	0	0	0	0	0	0	0	0	3	2	1	0	16	0
LOC101117739	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LOC105605930	0	17	0	0	4	0	0	0	15	3	0	4	6	0
LOC101117229	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC105605929	0	0	0	0	0	0	0	0	2	0	0	0	0	0
LOC101116714	0	182	65	0	7	0	0	77	232	23	4	73	198	289
LOC105605928	0	0	0	12	3	0	6	12	0	0	0	2	6	1
LOC105605927	6	0	0	7	0	0	0	3	7	4	0	0	4	6
LOC105605926	3	4	24	5	1	10	2	1	180	202	148	104	86	117
LOC101115948	0	0	0	0	0	0	0	0	0	1	0	0	0	14
LOC101115441	0	10	0	0	0	0	0	57	14	0	0	0	0	0
LOC106992029	2	0	0	0	0	0	0	2	0	9	6	0	0	0
LOC105605925	0	0	0	0	0	0	0	4	0	0	0	0	0	0
LOC101114941	0	0	0	0	12	12	202	118	0	0	0	0	0	0
LOC105605924	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101114687	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101113399	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC101114178	0	0	3	0	0	0	0	0	0	0	0	0	0	0
LOC101113922	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LOC101113665	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605922	0	0	0	0	0	4	0	0	0	0	2	0	0	0
LOC105605921	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101112891	0	0	0	2	0	8	0	26	0	0	0	0	0	0
LOC105605920	9	46	26	19	0	0	0	0	25	0	0	4	2	1
LOC106990194	156	224	233	553	9	140	119	310	13	37	6	243	34	319
LOC101112635	227	189	555	445	31	142	192	185	32	23	30	184	31	316
LOC101112384	0	0	0	13	0	0	5	0	3	3	0	0	0	0
LOC101112122	0	13	0	8	0	0	0	0	0	0	0	0	0	0
TCEANC	20	8	1	12	4	10	16	24	18	2	10	15	15	2
LOC105605919	6	0	19	0	3	75	0	23	0	0	1	0	0	0
LOC105605918	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101111616	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LOC101111083	0	0	0	0	94	1316	402	858	0	0	3	10	0	0
LOC105605916	2	54	81	68	0	6	0	0	72	187	112	78	63	32
LOC101110828	3802	5251	5055	2120	43	249	228	364	1499	978	2848	1234	1422	1605
LOC105601913	0	0	32	0	0	18	2	2	16	0	0	0	0	0
SLC2A4RG	0	25	0	0	4	18	0	22	17	5	4	6	6	10
LOC101109783	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101109524	0	0	0	18	3	0	0	0	2	0	0	4	0	0
LOC105605915	3863	3724	3830	1986	58	287	329	410	706	497	2826	1872	770	3667
LOC106992028	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101108295	2	8	4	2	0	0	0	0	25	12	10	15	2	2
LOC101108035	903	2117	107	721	16	712	111	152	11203	11065	7414	6569	16022	3362
LOC101107771	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101107507	67	40	47	81	6	193	107	139	197	60	142	113	123	40
LOC101107261	0	0	0	0	0	0	0	0	0	0	5	8	0	0
LOC105605914	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605912	0	0	0	14	0	7	0	0	30	7	11	6	32	2
LOC105609077	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106992027	0	0	0	15	0	0	0	0	0	1	0	0	1	0
LOC105605910	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605909	0	0	3	26	0	0	0	0	2	0	0	0	2	1
LOC101106241	31	32	7	17	0	2	8	7	12	0	0	3	0	25
ABCB1	24	11	153	121	0	17	15	27	598	667	1502	1016	187	212
LOC105605908	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101105316	0	0	1	30	0	0	0	0	2	8	0	19	0	0
LOC101105730	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PNP	19031	8524	5194	6404	332	4154	4588	3359	9321	8905	1289	2350	7569	8285
LOC101104817	2	0	2	0	0	0	0	0	0	1	0	0	0	0
LOC106992026	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFH	0	0	2	3	1	0	64	15	0	0	0	0	0	0
LOC105605905	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101104306	92	28	49	85	0	44	12	40	564	838	545	382	283	303
LOC101104052	0	2	0	0	0	0	0	0	0	0	0	0	0	0
EP4D	0	0	4	0	0	0	0	0	0	6	2	0	2	0
LOC105601851	18	0	2	0	0	0	0	0	0	0	0	0	0	1
LOC101103548	0	0	0	0	0	0	0	13	0	0	0	0	0	0
LOC106992025	0	0	2	0	0	0	0	0	0	0	17	0	0	0
LOC105605903	0	4	0	0	0	0	0	0	0	0	0	0	0	0
LOC106990728	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSSK2	0	0	0	12	0	0	2	0	9	6	0	1	4	0
LOC105605902	0	0	1	0	0	1	0	24	0	6	15	0	67	0
LOC105605901	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101102298	0	47	0	0	0	88	0	36	9	14	5	13	23	0
LOC105605899	2	0	0	0	0	1	0	0	0	0	1	0	0	0
LOC105605898	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC105605896	1	0	0	0	0	1	27	0	0	0	0	0	0	0
LOC105605895	0	0	0	0	3	6	2	2	1	0	0	0	1	0
LOC101102048	0	0	0	1	0	0	0	0	1	0	0	1	0	0
LOC101123615	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101123358	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605893	532	382	717	332	29	96	106	142	393	294	198	370	170	585
LOC101122845	0	0	8	1	0	0	0	0	0	0	0	0	0	0
LOC105605892	12	16	4	1	0	2	1	2	39	18	26	61	6	22
LOC105605891	17	89	0	4	2	16	0	12	139	92	165	77	349	111
LOC101122584	8	1	3	5	6	15	1	19	30	81	47	78	34	43
LOC101122338	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101122088	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605889	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC101121837	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105614374	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605887	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101120815	43	0	23	65	0	19	42	19	7	47	0	0	0	9
CYP11B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101120062	0	0	0	0	102	1438	726	3043	0	7	7	0	32	0
LOC101119801	0	0	0	0	0	0	0	0	0	0	0	0	0	12
LOC105605886	14759	8172	9006	5530	527	2452	2820	2145	2200	3567	2658	3562	1002	3282
LOC105605885	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101119026	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101118768	0	0	4	0	0	0	0	0	0	0	0	0	0	0
LOC105605884	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605882	0	0	0	0	0	0	0	0	0	0	0	2	7	0
LOC101118514	18	22	0	0	0	0	0	0	1	0	4	0	3	0
LOC101118343	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101118091	0	0	0	0	0	0	0	0	2	0	4	2	45	0
LOC101117831	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LOC101117573	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605880	0	0	0	0	0	0	0	0	6	2	6	0	2	0
LOC105605879	0	0	0	0	0	0	0	0	0	1	0	0	0	2
LOC101117316	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC101117062	0	0	0	0	0	0	0	0	0	0	1	2	0	0
LOC105605878	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101116551	0	0	0	0	0	0	0	0	0	0	3	0	0	0
LOC101116295	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106992024	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106992023	916	2229	909	1048	14	20	42	74	3671	3795	7918	3173	6497	3026
LOC101115773	1799	1416	2241	1477	1590	8984	16543	9463	3108	2063	10507	4619	3217	1658
LOC106990623	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101115264	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101114501	22	0	0	0	0	0	0	0	0	0	0	0	0	0
NPFFR2	146	290	78	243	0	0	0	0	146	128	40	80	90	415
LOC101113997	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101113738	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605876	0	0	0	0	4	1	0	17	0	2	0	0	0	0
LOC101113474	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605873	0	0	0	0	0	3	0	0	0	0	0	0	0	3
LOC106990115	0	12	9	0	0	0	0	0	8	12	12	0	0	0
LOC105605871	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605870	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101112961	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605869	0	1	2	0	106	267	455	211	0	0	0	0	0	0
CRIP2	3	40	8	4	2	156	18	34	93	77	51	96	31	24
LOC101112462	3	0	0	23	0	79	0	0	52	53	40	21	61	2
LOC105605868	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605867	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101112205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101111946	0	0	0	0	2	0	0	0	0	0	0	0	1	1
S100A14	58	0	32	0	1293	9635	3932	7923	115	119	178	14	116	85
S100A13	0	0	0	0	0	0	0	0	4	4	0	1	0	0
LOC101110917	0	0	0	0	0	0	0	0	0	2	0	0	2	0
LOC105605865	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105613972	129	89	52	68	0	0	0	3	80	4	2	2	41	16
LOC105605864	739	640	907	468	209	1138	1400	977	3253	1335	2813	1151	2458	1535
LOC105605863	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106992022	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101110131	812	218	616	245	39	228	617	361	662	778	2184	867	252	995
LOC106990272	790	289	186	0	125	64	0	0	11	0	97	55	628	153
LOC105605861	5	10	4	3	15	4	0	8	0	8	24	4	3	1
RASSF1	0	0	4	8	0	4	0	6	0	0	0	0	0	6
LOC101109601	0	0	0	14	0	0	0	0	0	0	0	0	0	0
LOC101109342	0	0	0	0	0	0	0	0	0	0	0	0	31	0
LOC105605859	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101109079	1584	3449	2006	659	41	352	1052	575	612	836	2215	924	638	1576
LOC105605858	0	0	0	0	5	71	24	0	1	0	0	0	0	0
LOC106992021	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101108817	0	0	0	0	0	0	0	0	0	0	16	0	0	0
LOC105605857	857	332	495	396	24	69	42	42	626	940	312	549	258	828
LOC101108556	0	0	0	51	0	0	0	1	3	4	0	0	1	7
LOC101108294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605855	4	0	0	2	1	0	22	46	0	0	0	0	0	0
LOC106990161	0	0	1	0	0	0	0	3	0	0	0	0	11	0
LOC105605854	0	0	0	0	2	49	187	22	0	0	0	0	25	0
LOC105605853	0	0	0	0	0	12	3	0	0	0	0	0	0	0
LOC101108034	0	0	0	0	21	13	39	2	0	0	8	2	0	0
LOC101107770	521	581	445	356	24	58	112	139	83	198	106	299	171	247
LOC101107506	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LOC101107260	0	4	0	9	36	168	34	125	10	44	12	66	23	4
LOC105605852	176	934	117	392	1093	9644	1631	6381	408	193	171	468	323	382
LOC105605851	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101107003	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LOC106992020	1	2	0	0	0	0	0	0	0	0	2	1	0	3
LOC443442	0	5	0	1	0	0	0	0	23	4	17	17	0	2
LOC101106314	3	2	2	1	1	15	24	0	0	0	0	1	2	0
LOC105605850	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101106064	85	61	17	4	0	0	0	0	89	46	90	86	65	0
LOC101105809	4	0	1	1	1	7	0	0	7	13	0	0	14	2
LOC101105561	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605849	0	0	0	0	0	0	0	0	0	0	0	2	1	0
LOC105605848	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101105315	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106992019	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101104816	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101104384	0	0	1	0	0	4	0	0	44	11	40	20	101	9
LOC101104135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101103883	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101103633	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101103385	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106992018	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605846	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101102132	5	4	5	1	0	2	0	0	6	3	8	6	64	53
LOC106992017	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605845	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106990666	0	0	0	4	0	0	0	0	35	0	2	2	3	0
LOC101101878	4	33	1	0	0	1	0	0	0	2	18	1	18	0
LOC105605844	0	6	122	4	4	22	10	4	37	10	118	36	214	96
LOC101123196	124	229	18	47	0	98	0	24	1665	2178	737	936	2129	610
LOC101122934	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106992016	18	46	2	23	0	0	0	0	26	347	258	15	9	157
LOC101122678	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101121410	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LOC101121923	0	0	4	0	0	0	0	0	0	0	0	0	0	0
LOC101121159	0	0	1	0	0	0	4	4	0	0	0	0	0	0
LOC106992014	0	4	0	2	0	0	0	0	0	0	0	0	0	0
LOC101120904	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106992015	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605832	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605833	0	0	0	0	0	0	0	0	0	39	0	0	4	0
LOC105605834	0	77	84	5	29	71	239	86	1	13	1	2	0	0
LOC105605831	0	1	0	1	0	0	0	0	0	0	0	0	2	0
LOC101120395	6	0	0	0	0	48	0	25	0	0	0	0	0	0
LOC105605830	0	0	0	0	0	0	0	0	0	4	2	0	0	0
LOC101119380	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101119122	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC101120151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101119891	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101119626	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605829	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC106992013	0	0	1	0	0	0	2	0	0	5	7	6	0	0
LOC106992012	4	0	0	0	0	0	0	0	0	2	0	6	1	0
LOC105605827	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101117830	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC101117572	0	0	2	0	0	0	0	1	0	0	0	0	0	0
PLCXD1	0	0	0	0	1	16	8	3	0	0	7	5	6	0
GTPBP6	0	124	7	0	87	640	53	294	80	21	0	0	101	37
LOC105605825	0	1	0	0	1	84	0	27	0	7	0	0	3	0
LOC101116812	6	10	0	12	1	3	0	2	94	61	34	39	49	28
LOC101116294	0	0	0	0	4	0	0	0	0	0	0	0	0	0
LOC101116030	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605824	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101115772	0	0	0	0	0	0	0	0	0	0	0	20	4	10
LOC101115352	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LOC101115103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605823	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101114852	1	0	0	3	0	0	0	0	0	1	0	0	0	0
LOC101114595	0	5	0	1	0	0	0	0	0	2	0	0	0	1
LOC101114089	77	474	122	95	0	0	73	27	274	480	178	518	104	188
LOC105612642	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101113831	17	0	0	22	0	7	0	0	14	45	0	24	20	0
GRIN1	0	0	0	0	0	0	0	0	1	0	1	0	0	4
LOC105605822	0	0	0	0	0	11	0	5	8	0	0	7	1	10
MAN1B1	0	0	0	1	1	0	0	0	0	0	0	1	1	0
LOC105605820	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105612850	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101112797	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101112548	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101112298	0	2	0	0	0	83	0	6	5	0	0	0	0	0
LOC105605819	16	0	0	0	39	167	50	54	60	23	2	20	26	3
LOC105605818	5	0	3	2	61	82	33	21	4	26	49	17	6	42
LOC101112038	30	79	0	0	0	0	0	0	1	0	15	0	15	0
LOC106990745	226	770	825	824	49	72	115	269	481	611	1040	959	252	736
LOC101111529	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106992010	0	0	0	0	0	0	0	0	4	0	0	0	0	0
LOC101111004	0	0	0	0	0	0	0	1	0	0	8	0	0	0
LOC105605814	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LOC101110486	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHPT1	0	0	0	0	6	36	9	25	1	0	0	3	1	0
LOC101109683	0	0	4	0	0	0	0	0	0	0	0	0	0	0
LOC101109425	0	0	0	2	25	2	194	45	0	0	0	0	0	0
LOC101108897	2	0	3	5	0	0	0	0	0	2	0	0	0	2
LOC101108638	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101108374	0	1	0	0	0	1	2	0	26	12	10	17	27	7
LOC101108115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101107851	782	764	1174	1032	3	23	0	0	2185	180	23	1055	3295	1556
LOC105605811	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106992009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101107340	0	0	2	0	0	0	0	0	0	0	1	0	4	0
LOC101107080	0	0	0	29	0	15	0	39	134	116	174	54	101	32
LOC101106575	0	0	2	0	0	0	0	0	14	0	0	0	12	11
LOC105605810	0	0	0	0	0	22	0	0	0	0	0	0	0	15
LOC105605809	92	71	115	132	2	65	52	58	217	85	196	317	94	344
LOC101106063	166	35	28	9	0	13	0	0	956	1797	583	975	1235	863
LOC101105560	0	0	49	0	0	0	0	0	0	2	0	0	0	30
LOC101105314	0	0	0	0	0	6	0	6	0	0	0	0	0	0
TRNAG-CCC	70	31	10	25	4	19	22	39	18	25	4	7	23	15
LOC105605808	2013	1256	1422	1856	244	701	1387	688	1359	1261	1542	1630	1751	1514
LOC101104893	0	0	0	10	0	0	0	0	9	1	0	0	20	16
LOC101104643	0	0	28	0	0	0	0	0	0	0	0	0	0	2
LOC105605807	0	0	0	0	0	0	1	0	3	13	4	3	0	1
LOC101104133	6	0	0	0	8	24	0	37	23	7	51	69	70	4
LOC101103631	59	0	0	86	4	56	54	73	214	203	99	140	173	50
LOC105605805	0	4	0	0	0	0	0	0	4	8	0	0	2	7
LOC101103383	182	265	10	707	0	0	0	0	14	1730	0	1508	1224	1445
LOC101103134	0	0	0	0	0	0	0	0	0	0	11	0	0	0
LOC101102883	0	0	0	0	0	0	0	14	0	0	0	0	0	0
LOC106992007	0	1	0	6	0	7	0	1	0	0	0	0	0	0
GML	0	0	0	11	0	52	205	64	7	0	35	5	0	0
LOC101102377	10	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106990160	0	0	0	0	0	0	0	0	1	0	2	0	0	0
LOC101101876	0	0	8	0	0	0	0	0	0	0	0	0	0	0
LOC101123451	0	0	0	0	0	0	0	0	8	0	619	22	159	0
LOC101123194	0	0	0	0	9	0	0	30	0	0	0	0	0	0
LOC101122932	821	2973	1155	1111	14	376	343	432	4198	7524	4600	3955	2138	1179
LOC105605802	0	0	4	58	6	39	2	0	10	0	1	0	0	3
LOC105605801	2	0	10	1	0	0	1	0	17	16	54	34	0	4
LOC106990725	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM185A	698	1208	164	335	6	242	170	299	3116	5713	4112	2815	3986	1876
LOC101121666	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605800	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101121157	2232	2887	3560	2150	1149	7385	3695	4977	3911	283	469	2831	8298	3368
LOC101120902	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101120643	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101120393	4	0	14	0	0	0	0	0	0	0	0	0	0	1
LOC105605799	3	2	14	4	0	0	0	2	3	9	9	23	10	2
LOC106992006	6673	4087	9258	12521	9	17	65	15	23325	25554	246	16607	24622	43652
LOC101119889	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605798	0	1	86	28	4	0	0	4	136	233	139	16	2	381
LOC101119624	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605794	0	0	0	14	18	28	4	14	0	6	4	0	6	2
RHOT2	70	758	19	68	73	1360	101	725	402	129	108	377	146	202
LOC105605793	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605792	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101118857	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101118594	0	0	0	0	0	0	0	0	19	0	3	0	57	6
LOC105605791	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106990686	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101117828	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605790	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101117313	14	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101117059	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101116548	516	271	126	204	48	324	158	375	1185	400	444	832	2984	1898
LOC101116292	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNLY	0	0	0	0	0	0	0	12	0	0	0	0	0	0
LOC101115518	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101115262	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101115009	0	0	0	0	2	37	0	0	1	4	0	0	0	2
LOC105605785	0	4	0	1	2	14	13	5	0	1	2	0	0	0
LOC101114758	0	0	0	0	0	0	0	0	0	26	1	0	0	19
LOC101114499	26	342	4	18	0	24	3	14	60	16	5	20	55	96
LOC443475	23	141	1	13	0	33	4	54	54	40	0	8	79	77
LOC105605783	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LOC101113995	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101113736	0	0	6	0	0	0	0	0	0	0	0	0	0	8
LOC101113472	62	22	78	76	13	14	19	32	115	33	94	97	75	119
LOC101113211	0	0	0	106	0	6	20	24	482	265	364	240	2	238
LOC106992004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605781	0	0	0	4	0	0	0	0	0	0	0	0	0	0
LOC105605780	0	0	0	0	0	0	0	0	0	0	0	6	0	0
